Unique UN Assigned ID	ACC/BCC/ASCC	Dictionary Entry Name	Definition	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Version
UN00002252	BCC	Claim Free Record. Discount Type. Code	The code specifying the type of discount for this claim free record.	Claim Free Record		Discount Type		Code						8	0	1	1.0
UN00003910	ACC	Claimant. Details	A party that demands or requests one's due, such as a claim under the terms of an insurance policy.	Claimant													1.0
UN00003911	BCC	Claimant. Lawsuit Filed. Indicator	The indication of whether or not this claimant has filed a lawsuit.	Claimant		Lawsuit Filed		Indicator						1	0	1	1.0
UN00003912	BCC	Claimant. Claim Involvement Description. Text	The textual description of the claimant's involvement in the accident, incident, loss, occurrence, injury or illness.	Claimant		Claim Involvement Description		Text						2	0	1	1.0
UN00003913	BCC	Claimant. Authorized Representative Type. Code	The code specifying the type of authorized representative for this claimant, such as attorney.	Claimant		Authorized Representative Type		Code						3	0	1	1.0
UN00003914	BCC	Claimant. Claim Expected Recovery. Percent	The percentage of the claim that the claimant is expected to recover.	Claimant		Claim Expected Recovery		Percent						4	0	1	1.0
UN00003915	ASCC	Claimant. Specified As. Party	Basic information for the party in the role of a claimant.	Claimant		Specified As					Party			1	0	1	1.0
UN00002253	ACC	Claims Made Policy. Details	The coverage of claims first made (reported or filed) during the period that the policy is in force for any incidents that occur during that period or any previous period.	Claims Made Policy													1.0
UN00002254	BCC	Claims Made Policy. Unlimited Prior Acts Coverage. Indicator	The indication of whether or not unlimited prior acts coverage applies to this claims made policy.	Claims Made Policy		Unlimited Prior Acts Coverage		Indicator						1	0	1	1.0
UN00002255	BCC	Claims Made Policy. Retroactive. Date Time	The retroactive date, time, date time, or other date time value for this claims made policy.	Claims Made Policy		Retroactive		Date Time						2	0	1	1.0
UN00002256	BCC	Claims Made Policy. Proposed Retroactive. Date Time	The proposed retroactive date, time, date time, or other date time value for this claims made policy.	Claims Made Policy		Proposed Retroactive		Date Time						3	0	1	1.0
UN00002257	BCC	Claims Made Policy. Continuous Coverage Start. Date Time	The start date, time, date time, or other date time value of continuous coverage for this claims made policy.	Claims Made Policy		Continuous Coverage Start		Date Time						4	0	1	1.0
UN00002258	BCC	Claims Made Policy. Discovery. Percent	The percent of discovery for this claims made policy. Discovery is the percentage of the total premium amount that the insurance company will retain In the event of a cancellation.	Claims Made Policy		Discovery		Percent						5	0	1	1.0
UN00002259	BCC	Claims Made Policy. Discovery. Amount	A monetary value of the discovery for this claims made policy. Discovery is the amount of premium that the insurance company will retain in the event of a cancellation.	Claims Made Policy		Discovery		Amount						6	0	unbounded	1.0
UN00002260	BCC	Claims Made Policy. Known Accidents Excluded. Indicator	The indication of whether or not known accidents are excluded from this claims made policy.	Claims Made Policy		Known Accidents Excluded		Indicator						7	0	1	1.0
UN00002261	BCC	Claims Made Policy. Deemed Claims Year. Date	The year that claims are deemed to have been made for this claims made policy.	Claims Made Policy		Deemed Claims Year		Date						8	0	1	1.0
UN00002262	ASCC	Claims Made Policy. Extended Reporting. Period	The extended period of time in which claims can be reported for this claims made policy.	Claims Made Policy		Extended Reporting					Period			1	0	1	1.0
UN00002750	ACC	Classification. Details	A systematic arrangement in classes or categories according to established criteria.	Classification													1.0
UN00002751	BCC	Classification. System. Identifier	The unique identifier of the classification system.	Classification		System		Identifier						1	0	1	1.0
UN00002752	BCC	Classification. System Name. Text	A name, expressed as text, of a classification system.	Classification		System Name		Text						2	0	unbounded	1.0
UN00002753	BCC	Classification. Class. Code	A code specifying a class for this classification.	Classification		Class		Code						3	0	unbounded	1.0
UN00002754	BCC	Classification. Class Name. Text	A class name, expressed as text, for this classification.	Classification		Class Name		Text						4	0	unbounded	1.0
UN00002263	ACC	Clause. Details	A distinct article or provision in a contract, treaty, will, or other formal or legal written document, which requires compliance.	Clause													1.0
UN00002264	BCC	Clause. Identification. Identifier	A unique identifier for this clause.	Clause		Identification		Identifier						1	0	unbounded	1.0
UN00002265	BCC	Clause. Version. Date Time	A date, time, date time, or other date time value of the version of the clause.	Clause		Version		Date Time						2	0	unbounded	1.0
UN00002266	BCC	Clause. Basic Terms Variation Type. Code	The code specifying the basic terms variation type of this clause, such as a restriction or an extension of use.	Clause		Basic Terms Variation Type		Code						3	0	1	1.0
UN00002267	BCC	Clause. Content. Text	Content, expressed as text, of the clause.	Clause		Content		Text						4	0	unbounded	1.0
UN00002268	BCC	Clause. Breach Explanation. Text	The textual explanation of the breach of the clause.	Clause		Breach Explanation		Text						5	0	1	1.0
UN00002269	BCC	Clause. Breach. Indicator	The indication of whether or not this clause has been breached.	Clause		Breach		Indicator						6	0	1	1.0
UN00002270	BCC	Clause. Wording Non Standard. Indicator	The indication of whether or not the wording of this clause is non-standard.	Clause		Wording Non Standard		Indicator						7	0	1	1.0
UN00002271	BCC	Clause. Parametric Standard Wording. Indicator	The indication of whether or not the standard wording of this clause is parametric.	Clause		Parametric Standard Wording		Indicator						8	0	1	1.0
UN00002272	BCC	Clause. Met. Indicator	The indication of whether or not this clause has been met.	Clause		Met		Indicator						9	0	1	1.0
UN00002273	ASCC	Clause. Specified. Parameter	A parameter specified within this clause.	Clause		Specified					Parameter			1	0	unbounded	1.0
UN00003916	ACC	Commission. Details	A remuneration to an agent for the performance of specific duties, such as a payment for services rendered or products sold.	Commission													1.0
UN00003917	BCC	Commission. Type. Code	The code specifying the type of commission, such as a broker's commission or salesperson's commission.	Commission		Type		Code						1	0	1	1.0
UN00003918	BCC	Commission. Basis. Amount	The monetary value that is the basis on which the commission is calculated.	Commission		Basis		Amount						2	0	1	1.0
UN00003919	BCC	Commission. Rate. Percent	The rate of commission expressed as a percentage.	Commission		Rate		Percent						3	0	1	1.0
UN00003920	BCC	Commission. Determination Type. Code	The code specifying the type of determination for this commission, such as fixed, flat, sliding.	Commission		Determination Type		Code						4	0	1	1.0
UN00003921	BCC	Commission. Actual. Amount	The actual monetary value of the commission.	Commission		Actual		Amount						5	0	1	1.0
UN00003922	BCC	Commission. Credit. Indicator	The indication of whether or not this commission is a credit.	Commission		Credit		Indicator						6	0	1	1.0
UN00003923	BCC	Commission. Points Accrued. Quantity	The number of points accrued for this commission.	Commission		Points Accrued		Quantity						7	0	1	1.0
UN00003924	BCC	Commission. Payment Method. Code	The code specifying the payment method for this commission.	Commission		Payment Method		Code						8	0	1	1.0
UN00003925	ASCC	Commission. Override. Period	The override period for the commission, such as when the period is different from the period of an insurance premium invoice line.	Commission		Override					Period			1	0	1	1.0
UN00000095	ACC	Communication. Details	The exchange of thoughts, messages, or information, as by speech, signals, writing, or behaviour between persons and/or organizations.	Communication													1.1
UN00000097	BCC	Communication. URI. Identifier	The unique identifier of the Uniform Resource Identifier (URI) for this communication, such as a web or an email address.	Communication		URI		Identifier				Email address		1	0	1	1.1
UN00000233	BCC	Communication. Channel. Code	The code specifying the channel or manner in which a communication can be made, such as telephone or email.	Communication		Channel		Code						2	0	1	1.1
UN00000107	BCC	Communication. Local Number. Text	The communication number, expressed as text and not including country access code or the area number code, for this communication.	Communication		Local Number		Text						3	0	1	1.0
UN00000103	BCC	Communication. Complete Number. Text	A text string of characters that make up the complete number for this communication.	Communication		Complete Number		Text						4	0	unbounded	1.2
UN00000105	BCC	Communication. Country Number. Code	The country access code for this communication number such as 44, 1, 353 etc.	Communication		Country Number		Code						5	0	1	1.0
UN00000104	BCC	Communication. Extension Number. Text	The extension number, expressed as text, assigned to this communication number to enable a caller to reach a specific party.	Communication		Extension Number		Text						6	0	1	1.0
UN00000106	BCC	Communication. Area Number. Code	The code specifying the area number for this communication.	Communication		Area Number		Code						7	0	1	1.0
UN00000111	BCC	Communication. Access. Text	Access information, expressed as text, for the mode of communication such as 9 or *70 for a telephone network.	Communication		Access		Text						8	0	unbounded	1.0
UN00000234	BCC	Communication. Use. Code	A code specifying the use of this communication, such as for business purposes or private.	Communication		Use		Code						9	0	unbounded	1.1
UN00000235	BCC	Communication. HTML Preferred. Indicator	The indication of whether or not HTML format is preferred by the recipient for email communications.	Communication		HTML Preferred		Indicator						10	0	1	1.0
UN00001599	BCC	Communication. Special Device Type. Text	A special device type, expressed as text, for this communication, such as a device for the hearing impaired.	Communication		Special Device Type		Text						11	0	unbounded	1.0
UN00000099	ASCC	Communication. Contact. Address	Contact address information for this communication.	Communication		Contact					Address			1	0	1	1.0
UN00000100	ASCC	Communication. Usage. Preference	The preference for the usage of this communication method.	Communication		Usage					Preference			2	0	1	1.0
UN00003466	ACC	Competitor Product. Details	A rival's equal or comparable product.	Competitor Product								DesignRegistrationConfirmation|DesignRegistrationRequest|RegistrationStatusDistribution					1.0
UN00003467	BCC	Competitor Product. Name. Text	A name of the competitor product, expressed as text.	Competitor Product		Name		Text						1	0	unbounded	1.0
